ticket_id,short_description,create_time,updated_time,creator_id,description
INC2046827,【FAD】FADシステムが開けない,"2025-04-10 09:17:47.000000","2025-04-10 12:57:40.000000",kxhr785,"#ID：01ES0K58J4BTBAEUJJAKF75AES000RN9

【詳細】
FADシステムで「施設セグメント調整」タブをクリックするとメンテナンス情報が表示して開けない

【対応】
ブラウザをEdgeに切り替え→NG

AppSupport-FAD-Japan-L2チームにエスカレーション

ユーザ情報：
PRID：knxx898
氏名：石田 直也
連絡先：Naoya.Ishida@astrazeneca.com

"
SCTASK0924496,"Ncep Event-AI Coach-ai 没出分","2025-04-10 09:17:41.000000","2025-04-10 09:35:55.000000",kpgl336,"PRID:KRLF202
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15124565167

Problem Description:
1. ai自讲没出分，用户自己知道讲的不是4月幻灯清单的，但是用户表示ai coach 里面优赫德产品没有跟肺癌中的应用相关的片子，那里面的都是跟乳腺相关的，自己没有片子讲，要求派单    
2. 活动号：EO250407369513  材料：151975    
3.转单相关团队处理"
SCTASK0924494,ICan-other-ican飞检报告未出,"2025-04-10 09:17:09.000000","2025-04-10 10:12:34.000000",kkwk546,"PRID:KNQQ306
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13710868680
 
Problem Description:
1.CC250401360953 用户已收到飞检检查结果的邮件，但是ican中查询不到 
2. 
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000RNI"
SCTASK0924493,"Ncep Event-System Issue-进会问题","2025-04-10 09:16:54.000000","2025-04-10 13:23:54.000000",kxvx387,"PRID:KMZL871
User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话:+86  18636179762
 Problem Description:
 1.客户编号：zjhz028h50003c 用户是 5:00-5:51结束的自讲会  （ec250216248224） 合办人的会议 6:30-7:10（cc250214246788） 参会人扫码进入合办人的会议。但是进入了用户的自讲会的，客户待了26秒就出来了，导致用户的自讲会不合规，为什么会进入到自讲会
 2.辛苦同事帮助处理，谢谢！
 3.转单相关团队处理
 #ID:"
SCTASK0924492,"[CN]Concur-Policy and Process-咨询退单","2025-04-10 09:14:48.000000","2025-04-10 09:17:17.000000",kmnk836,"PRID:KDMS945
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事表示退单但是水单已经邮寄到扫描中心
2.
3."
INC2046816,AvatarZ-Other-无法登录阿凡达系统了,"2025-04-10 09:12:08.000000","2025-04-10 09:13:46.000000",kpzc084,"PRID:KJPB823
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:
1. 无法登录阿凡达系统了
2. 
3.
Troubleshooting Steps:
1.账户输入错误导致的，请使用K账户+后缀登录已经成功登录了
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RNG"
SCTASK0924488,"Ncep Event-4D-合规看板少了一个人","2025-04-10 09:05:42.000000","2025-04-10 13:24:05.000000",kpzc084,"PRID：KXJS079
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86    15022207769
Problem Description:
1 合规看板少了一个人，请查询具体原因
2. EO250406368811
少的那个人的的客户编码：
JXNC003H0358T
3派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000RN7"
SCTASK0924486,eApproval-Onboarding流程-查询新入职员工Onboarding进度,"2025-04-10 09:04:39.000000","2025-04-10 10:39:17.000000",kjxq557,"PRID:KWMT708
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:15205766791
 
Problem Description:
1.客户新员工入职，一直没有收到设备，需要查询下目前onboarding工单进度，是否到设备邮寄步骤，请协助查询
2.
3.转单到相关团队
#ID:01ES0K58J4BTBAEUJJAKF75AES000RMP"
SCTASK0924485,e学荟服务号-实名认证-HCP核验,"2025-04-10 09:04:37.000000","2025-04-10 09:05:02.000000",kmnk836,"PRID:KDMS945
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:13694184177
Problem Description:
1.同事表示需要核验信息
2.
3.派单至相关团队"
INC2046791,"Win 11-System Issue-无法打开文件","2025-04-10 09:03:36.000000","2025-04-10 09:11:08.000000",kqmk961,"PRID: kltk573

User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 
Problem Description:
1. 用户表示打开文件提示文件过长
2. 
3.
#ID：01ES0K58J4BTBAEUJJAKF75AES000RN6"
SCTASK0924483,"Hardware-Access-PC세팅 요청","2025-04-10 09:03:29.000000","2025-04-10 09:04:09.000000",ksfq091,"Hardware-Access-PC세팅 요청"
INC2046788,NCEP-CRM-Call-拜访问题,"2025-04-10 09:03:02.000000","2025-04-10 09:04:05.000000",kxvx387,"PRID：KKVC101
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:拜访问题
 Troubleshooting Steps:
 1.告诉用户信必可CS观念的推送
 2.
 3.用户同意关单
  #ID：01ES0K58J4BTBAEUJJAKF75AES000RN3"
SCTASK0924482,"[MSBooking] Please grant me permission to use Microsoft Bookings.","2025-04-10 09:02:51.000000","2025-04-10 10:09:26.000000",kfvt683,"Mail Received Time:2025-04-10 8:48 AM
Mail Replied Time:2025-04-10 9:37 AM

Please grant me permission to use Microsoft Bookings."
SCTASK0924474,"Hardware-Access-부서 iPAD 지급 요청","2025-04-10 09:01:32.000000","2025-04-10 09:02:37.000000",ksfq091,"Hardware-Access-부서 iPAD 지급 요청"
SCTASK0924472,"Hardware-Access-PC대여 요청","2025-04-10 08:59:46.000000","2025-04-10 09:00:33.000000",ksfq091,"Hardware-Access-PC대여 요청"
SCTASK0924471,"Ncep Event-Compliance Rule-咨询高频参会","2025-04-10 08:59:36.000000","2025-04-10 09:00:41.000000",kmnk836,"PRID:KVVF045
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事咨询高频参会
2.
3."
SCTASK0924469,Workmate-IT用户申请-如何申请投影仪,"2025-04-10 08:59:07.000000","2025-04-10 09:01:56.000000",kpgl336,"PRID：KCGD839
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18404367159
Problem Description:
用户咨询如何申请投影仪"
SCTASK0924468,"Veeva-other-Update Meeting Status for Meeting ID : E-814778","2025-04-10 08:57:21.000000","2025-04-10 10:44:45.000000",kmxp123,"Dear Support Team

Regarding user error to cancel this Veeva Meeting unintentionally and she request to return status back with approval from Compliance Team as email below.

Meeting ID : E-814778

Please support to change status back to ‘Approved’

Thank you."
SCTASK0924467,"Ncep Event-SOW-讲者协议咨询签署失败-会议相关","2025-04-10 08:57:00.000000","2025-04-10 14:43:03.000000",kxvx387,"PRID:KWDS184
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话:+86  13786168351
 Problem Description:
 1.用户是4.12  的会讲者协议 显示协议无效无法转发  七个讲者都是这样的 rc250327355366   加急
 2.辛苦同事帮助处理，谢谢！
 3.转单相关团队处理
 #ID:"
SCTASK0924466,"Outlook-Access-외부업체의 메일 발송 권한 관련 문의","2025-04-10 08:56:45.000000","2025-04-10 08:57:33.000000",ksfq091,"Outlook-Access-외부업체의 메일 발송 권한 관련 문의"
SCTASK0924465,"Ncep Event-ContentHub-修改材料","2025-04-10 08:56:33.000000","2025-04-10 08:57:19.000000",kkhd377,"PRID: KKWF760
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话: 
Problem Description: 
1.修改材料怎么操作
2.
3.
#ID：01ES0K58J4BTBAEUJJAKF75AES000RMT"
SCTASK0924463,"Ncep Event-SOW-为什么签署劳务协议显示新用户注册界面","2025-04-10 08:54:49.000000","2025-04-10 13:24:26.000000",kpgl336,"PRID:KPKM799
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15516141334

Problem Description:
1. 为什么签署劳务协议显示新用户注册界面，用户使用企业微信加的医生的医学荟认证的那个微信，但是点开协议显示新用户注册，医生填写信息后显示已注册，什么原因    
2. 客户编号：HNPY001H0169T    
3.转单相关团队处理"
SCTASK0924462,"Active Directory Password Reset (Service Desk to reset)","2025-04-10 08:54:37.000000","2025-04-10 08:56:26.000000",kmnk836,"Active Directory Password Reset (Service Desk to reset)"
SCTASK0924461,"MTR-Access-Canteen Monitor 점검 요청","2025-04-10 08:54:16.000000","2025-04-10 08:55:07.000000",ksfq091,"MTR-Access-Canteen Monitor 점검 요청"
INC2046771,【ZPA】イントラのセキュリティ認証に関して,"2025-04-10 08:53:28.000000","2025-04-10 08:55:04.000000",kxhr785,"Mail Received Time:2025-4-10 8:41
Mail Replied Time:2025-4-10 9:04

【詳細】
イントラからあらゆるシステムに入るときに下記セキュリティを求められます。
1日に何十回もこの操作を行なっており、辟易としております。

セキュリティの観点から認証は必要と思いますが、あまりにも程度が過ぎるのでは？と思っています。
この状態は仕様なのか、それとも何か不具合が発生しているのかをご教示頂きたく存じます。
不具合であれば対応をお願いします。
PCで使用している場合で発生しております。
インターネット環境は「会社携帯のテザリング」です。

【対応】
PCソフトリセット
ZPAサインインし直す
"
SCTASK0924460,"Ncep Event-AI Coach-材料问题","2025-04-10 08:53:10.000000","2025-04-10 08:54:10.000000",kkhd377,"PRID: KWWV240
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话: 
Problem Description: 
1.播放材料 没有出分数
2.
3.
#ID：01ES0K58J4BTBAEUJJAKF75AES000RML"
SCTASK0924459,"Hardware-Access-Laptop 신규세팅","2025-04-10 08:52:22.000000","2025-04-10 08:53:09.000000",ksfq091,"Hardware-Access-Laptop 신규세팅"
INC2046768,"FXHUB-other-Roster management status "Failed"","2025-04-10 08:52:05.000000","2025-04-10 11:49:29.000000",kmxp123,"Mail Received Time:2025-04-10 08:34
Mail Replied Time:2025-04-10 08:37

PRID: as caller
Primary Contact: as caller

What user described in the email/ phone/ chat:
1.Hi team 

User tried to create a Veeva access at FXHUB for user; kdvs345 but it showed "Failed" on the status. 
 

Please help to fix this issue, thank you
"
SCTASK0924458,"【Nucleus】 【タイムゾーン】 PCリプレースに伴うプロフィール問題について","2025-04-10 08:51:32.000000","2025-04-10 08:52:02.000000",kxhr785,"Mail Received Time:2025-4-10 8:00
Mail Replied Time:2025-4-10 8:21

【詳細】
PCリプレースに伴いAskAZのプロフィールのタイムゾーンが日本から変更されてしまっております。
どのように修正すればよいのか教えてください。

【対応】
お問い合わせの件、下記方法にてタイムゾーンの修正をお願いいたします。
1.AskAZの右上にある名前をクリックして「プロフィール」をクリックします。
 
2. My profile画面からタイムゾーンを「日本」にして保存します。"
SCTASK0924457,"MTR-Access-Boardroom Macbook clickshare 세팅","2025-04-10 08:50:30.000000","2025-04-10 08:51:22.000000",ksfq091,"MTR-Access-Boardroom Macbook clickshare 세팅"
SCTASK0924456,"AZAP-access-Retrieve non sso user password","2025-04-10 08:50:14.000000","2025-04-10 13:49:54.000000",kmxp123,"Dear ZAP team,

Can you help to check on user (kxpl799_1) password for his login? He is non sso user. But we have difficulty to retrieve the password. Kindly help to guide on how I can retrieve the password.

Details:

User : kxpl799_1@astrazeneca.net
Password : ?

Thank you."
SCTASK0924454,Workmate-IT用户申请-如何申请,"2025-04-10 08:49:44.000000","2025-04-10 08:52:28.000000",kqqs793,"PRID：KCGD839
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18404367159
Problem Description:用户询问如何申请投影仪
Troubleshooting Steps:
1，给用户发送Workmate网址登陆使用步骤
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RMK"
SCTASK0924448,"Ncep Speaker-Special Process-讲者服务次数咨询","2025-04-10 08:47:20.000000","2025-04-10 08:47:52.000000",kjxq557,"PRID:KVPQ289
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
 
Problem Description:
1.讲者服务次数咨询，上半年已满是否可以申请会议，下半年何时释放
2. 
3. 
Troubleshooting Steps:
1.告知客户上半年满了就无法再进行会议申请，下半年释放需要等待系统通知
2.
3. 用户认可，同意关单
#ID:01ES0K58J4BTBAEUJJAKF75AES000RME"
INC2046756,NCEP-CRM-实名认证-认证问题,"2025-04-10 08:47:06.000000","2025-04-10 08:50:14.000000",kxvx387,"PRID：KDMS945
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:认证问题
 Troubleshooting Steps:
 1.建议用户解绑在认证一次
 2.
 3.用户同意关单
  #ID：01ES0K58J4BTBAEUJJAKF75AES000RMI"
SCTASK0924445,"Ncep Event-4D-申诉四维结果","2025-04-10 08:44:47.000000","2025-04-10 08:45:52.000000",kmnk836,"PRID:KVGX431
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事表示需要申诉四维结果
2.
3."
SCTASK0924444,(低)NCEP-General-为什么有些关联客户没有观念分级-问卷相关,"2025-04-10 08:44:19.000000","2025-04-10 14:22:19.000000",kpgl336,"PRID:KLVG340
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15287496103

Problem Description:
1. 用户表示有很多关联客户，产品是倍泽瑞，为什么没有观念分级，影响此产品的考核    
2.     
3.转单相关团队处理"
INC2046747,【Word】改行できない,"2025-04-10 08:44:15.000000","2025-04-10 08:47:27.000000",kxhr785,"#ID：01ES0K58J4BTBAEUJJAKF75AES000RMA

【詳細】
Word改行できない

【対応】
Remoteで確認した際は問題なく改行できた
一時的に直った様子

下記手順を案内し、様子を見ていただく
ファイル＞その他＞オプション＞アドイン＞「使用できるアドイン」に「Box.Word.AddIn」にチェックを外して保存
"
INC2046741,【FAD】veevaにて転出したはずの医師が検出されません,"2025-04-10 08:42:56.000000","2025-04-10 10:41:50.000000",kfvt683,"【詳細】
現在医師プロファイルにて、医師追加をおこなっておりますが、
Veevaにて転出したはずの医師が検出されません。
東京慈恵会医科大学附属柏病院 に転入申請をしたいです。
中村 崇 先生です。
期日が明日ですので、至急で回答してください

【対応】
・Prid：khng857
・氏名：山上 恭裕
・所属：ONC Hema Sales 2    ( ONC Hema Sales 2 )
・連絡先：kyosuke.yamagami@astrazeneca.com

AppSupport-FAD-Japan-L2へエスカレーション"
SCTASK0924442,NCEP-CMS-为什么搜索不到材料,"2025-04-10 08:41:13.000000","2025-04-10 09:10:17.000000",kpgl336,"PRID:KLVG340
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15287496103

Problem Description:
1. 用户表示内容中心搜不到材料，CN-155574，要求转发这篇文章，但是内容中心没有怎么办    
2.     
3.转单相关团队处理"
SCTASK0924441,"Ncep Event-AI Coach-打分问题","2025-04-10 08:41:09.000000","2025-04-10 08:41:09.000000",kkhd377,"PRID: KGXH201
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话: 15922980493
Problem Description: 
1.EC250408378667
2.自讲会 打分过低  不清楚原因 但是全程在线。 是否可以申诉 不清楚问题在哪
3.用户比较着急
#ID：01ES0K58J4BTBAEUJJAKF75AES000RM1"
SCTASK0924440,"Ncep Event-Business Rule- 会议忘记关联问卷","2025-04-10 08:39:28.000000","2025-04-10 08:40:05.000000",kjxq557,"PRID:KRNW503
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
 
Problem Description:
1.会议忘记关联问卷，是否可以再次关联问卷
2. 
3. 
Troubleshooting Steps:
1.告知客户下周的会议目前还是可以进行问卷关联，是不会触发审批的
2.
3. 用户认可，同意关单
#ID:01ES0K58J4BTBAEUJJAKF75AES000RM2"
SCTASK0924439,"Ncep Event-ContentHub-材料搜索不到","2025-04-10 08:38:47.000000","2025-04-10 08:40:20.000000",kmhj310,"PRID： KJBP862
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86  
Problem Description: 
1  材料在内容中心可以查到，也属于疾病教育，在建会的时候搜不到。11号的会，辛苦加急处理
2.  活动号： CC250409379711  材料编号：155792 
3转单相关团队处理 
#ID: 01ES0K58J4BTBAEUJJAKF75AES000RLV"
INC2046728,"Ncep Event-AI Coach-自讲会没有分数","2025-04-10 08:37:16.000000","2025-04-10 08:38:39.000000",kmnk836,"PRID:KXZR742
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事表示自讲会没有分数
2.
3.
#ID:01ES0K58J4BTBAEUJJAKF75AES000RM4
"
INC2046726,IPAD-Password-密码忘记,"2025-04-10 08:37:06.000000","2025-04-10 08:38:21.000000",kxvx387,"PRID：KVZG401
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:密码忘记
 Troubleshooting Steps:
 1.52后在致电我们
 2.
 3.用户同意关单
  #ID："
SCTASK0924436,Workmate-退货流程-Workmate-非商业原因退货不显示产品及不能勾选物料代码,"2025-04-10 08:36:42.000000","2025-04-10 14:26:40.000000",kqqs793,"Mail Received Time:2025-04-19   21：49
Mail Replied Time:2025-04-10    8：32
PRID：kbhk160
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:
1.对于目前Workmate-非商业原因退货反馈的问题是否已解决？或者是否有新的进度可告知？

申请表操作界面无法显示代码、无税单价和税率
历史数据（含审批流程中）无法显示品规

目前对业务影响较大，除了影响新建外，审批流程中还有红票确认的时效要求（订单编号12500027，目前因无法显示品规还处于财务审核节点，昨天上午已发起了红票，需要在72小时内进行确认的）
对于目前Workmate-非商业原因退货反馈的问题是否已解决？或者是否有新的进度可告知？

申请表操作界面无法显示代码、无税单价和税率
历史数据（含审批流程中）无法显示品规

目前对业务影响较大，除了影响新建外，审批流程中还有红票确认的时效要求（订单编号12500027，目前因无法显示品规还处于财务审核节点，昨天上午已发起了红票，需要在72小时内进行确认的）

3，派单至相关团队"
SCTASK0924435,"Ncep Event-AI Coach-查询自讲会分数不一致原因","2025-04-10 08:36:09.000000","2025-04-10 08:36:40.000000",kmnk836,"PRID:KBCV016
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:13032097709
Problem Description:
1.同事表示两场会议相同材料但是分数相差很大 查询原因 EL250406369027  EL250405367162   
2.
3.派单至相关团队"
INC2046721,"[CN]Concur-Policy and Process-发票问题","2025-04-10 08:34:55.000000","2025-04-10 08:36:21.000000",kxvx387,"PRID：KPKR751
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:发票问题
 Troubleshooting Steps:
 1.建议用户咨询财务
 2.
 3.用户同意关单
  #ID：01ES0K58J4BTBAEUJJAKF75AES000RM5"
INC2046693,"【問合せ】【MR Scope】PCからMR Scopeにアクセスできません","2025-04-10 08:19:54.000000","2025-04-10 12:54:54.000000",kfvt683,"#ID:01ES0K58J4BTBAEUJJAKF75AES000R6H

【詳細】
PCからMR Scopeにアクセスできません

【対応】
・Prid    ：kdzr710
・氏名 ：平塩 信
・所属 ：CVRM 東海 静岡2    ( CVRM Tokai Shizuoka 2 )
・連絡先：shin.hirashio@astrazeneca.com
・PC名:AZAPXLPF43PRN1

リモート操作して、PC側はJAVAがインストールされていない。
ISサービスからJAVAのインストール依頼を提出しました。

AppSupport-BAU-JPと連携させていただきます。
"
INC2046691,"【MR Scope】PCからMR Scopeにアクセスできません","2025-04-10 08:19:38.000000","2025-04-10 08:36:21.000000",kfvt683,"#ID:01ES0K58J4BTBAEUJJAKF75AES000R6H

重複起票
クローズ"
SCTASK0924417,【Win11】PC勝手に動いてしまう,"2025-04-10 08:09:02.000000","2025-04-10 08:09:46.000000",kxhr785,"【詳細】
PCのほうで何も入力していない、触っていないのに勝手に動いてしまった
ヒットしないファイルを開いたり勝手に動いていた
ほぼ毎日症状が出ていてい毎回PC強制的な終了してソフトリセットで対応している
一時的になおるが、また次の日になると再発する

【対応】
プライバシーフィルターなど使っていないとのこと
PCソフトリセットで改善しない場合は、PC交換になると案内
＞
もう少し様子を見るとのことで終話"
INC2044223,"Win 11-How to Use-关闭文档出现报错","2025-04-09 21:39:54.000000","2025-04-10 10:27:37.000000",kqqs793,"PRID：KVFM117
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13503039193
Problem Description:
1，用户表示电脑上的关闭文档时会出现附件中报错，关闭outlook也会出现报错，用户询问什么原因
2，
3，派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000RL7"
INC2044204,Hardware-无法连接,"2025-04-09 21:35:52.000000","2025-04-09 21:37:34.000000",kqqs793,"PRID：KQQW944
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13477059370
Problem Description:用户表示吉米投影无法连接ipad
Troubleshooting Steps:
1，告知用户吉米投影目前无法连接ios16以上的ipad可以申请新的或者联系吉米
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RL6"
SCTASK0922556,"【MsBooking】Please grant  MS Booking access.","2025-04-09 21:02:49.000000","2025-04-10 00:14:39.000000",khzt000,"【MsBooking】Please grant  MS Booking access.
ktqj774　Mitsutaka.Uenishi@astrazeneca.com"
INC2044017,"Forecast Website-How to use-销售预估模块打不开","2025-04-09 21:00:51.000000","2025-04-09 21:02:40.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.  建议卸载重装试试
2.
3.用户确认同意关单
#ID01ES0K58J4BTBAEUJJAKF75AES000RK4"
SCTASK0922516,"Active Directory Password Reset (Service Desk to reset)","2025-04-09 20:56:41.000000","2025-04-09 21:29:14.000000",kqqs793,"Active Directory Password Reset (Service Desk to reset)"
INC2043961,"ICAN-Logon-ican  无法打开，建议先升级系统版本","2025-04-09 20:54:35.000000","2025-04-09 20:56:35.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.建议先升级系统版本
2.
3.用户确认同意关单
#ID  01ES0K58J4BTBAEUJJAKF75AES000RKS
"
INC2043920,"Mobile Portal-Logon-掌上AZ 未受信任无法登陆","2025-04-09 20:49:00.000000","2025-04-09 20:51:58.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.  设置-通用-VPN与设备管理-找astrazeneca(wuxi)
2.
3.用户确认同意关单
#ID   01ES0K58J4BTBAEUJJAKF75AES000RKR"
INC2043919,【Veeva】スライド表示されない,"2025-04-09 20:48:56.000000","2025-04-09 20:52:55.000000",khzt000,"【詳細】
【Veeva】スライド表示されない
ipad強制終了、完全なデータベースリフレッシュ作業しても改善なし。

【対応】
ネットワークの切り替え、
Veevaのインストールし直しご案内済み。
#ID:01ES0K58J4BTBAEUJJAKF75AES000RK1"
SCTASK0922452,（INC1824022）の続き【Win11】PC返却先について,"2025-04-09 20:45:51.000000","2025-04-09 20:47:16.000000",khzt000,"【詳細】
Re: PCキーボード不具合の件（INC1824022）
PC切り替えに伴う、返送先の住所を教示頂きたく、存じます。
切り替え後、旧PCを返却させて頂きます。
よろしくお願い申し上げます。

【対応】
本件につきまして、下記返送先までご返送でお願いいたします。

【ご返却先】
--------------------------------------------------------
〒541-0041
大阪府大阪市中央区北浜1-8-16
大阪証券取引所ビル20F 
SCSKサービスウェア株式会社内 アストラゼネカIT Asset 宛
伝票記載用電話番号：070-2453-4065
--------------------------------------------------------
※PCの送付には、社内便を利用しないでください。ご自宅からの発送にはヤマト運輸の宅急便をご利用ください。
誤配送による遅延や、物流間での故障の発生、物品の到着確認ができないなどのセキュリティー事故にもつながります。
必ず宅配便などの損害補償や物流追跡可能な手段をご利用ください。

ほかに何かございましたらお気軽にご連絡くださいませ。
今後ともよろしくお願いいたします。"
SCTASK0922446,"SMB-Access-Request Access to AZID HR Communication Email","2025-04-09 20:44:55.000000","2025-04-09 21:46:20.000000",ktgq755,"Kindly need your support to request access for HR's new team member, @Iftinan Lianza Bakri, Nibras (GSS), to the AZID HR Communication email (AZIDHRCommunication@astrazeneca.com).
 
If any further information is required, feel free to let me know."
INC2043885,"Win 11-System Issue-清理内存","2025-04-09 20:43:02.000000","2025-04-10 09:03:03.000000",kdxd911,"PRID：KKGV930
User Current Location/用户当前位置:   武汉
User Contact Phone NO./用户联系电话:+86  15927666986
Problem Description:
1  用户反馈，电脑内存满了无法做数据，需要协助清理
2.   资产号：4019183
3派单至相关团队
 ID：  01ES0K58J4BTBAEUJJAKF75AES000RL2"
SCTASK0922413,"Mobile Portal-Installation-掌上AZ下载二维码","2025-04-09 20:40:01.000000","2025-04-09 20:41:01.000000",kdxd911,"PRID：kkcn729
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.  已给用户发送邮箱
2.
3.用户确认同意关单
#ID 01ES0K58J4BTBAEUJJAKF75AES000RJU"
SCTASK0922381,ZPA-Login-vpn如何登陆,"2025-04-09 20:35:58.000000","2025-04-09 20:36:32.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.  已告知是用K账号登录
2.
3.用户确认同意关单
#ID  01ES0K58J4BTBAEUJJAKF75AES000RJU"
SCTASK0922378,IPAD-Password-ipad锁屏密码,"2025-04-09 20:35:53.000000","2025-04-09 20:41:50.000000",kqqs793,"PRID：KTQB836
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13220250226
Problem Description:用户表示ipad锁屏密码忘记
Troubleshooting Steps:
1，与用户核对身份正确，帮助用户删除锁屏密码成功，但是用户表示一直没有删除掉，仍无法进入，用户表示稍后可以自行尝试还原ipad，建议用户再耐心等待
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RKH"
SCTASK0922317,ZPA-Login-如何登录,"2025-04-09 20:25:22.000000","2025-04-09 20:25:57.000000",kqqs793,"PRID：KJNT252
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15161762533
Problem Description:用户询问VPN如何登陆连接
Troubleshooting Steps:
1，带领用户登录连接VPN
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RKE"
SCTASK0922311,"Mobile Portal-销售预估-模块打不开","2025-04-09 20:24:38.000000","2025-04-10 10:05:06.000000",kdxd911,"PRID：KRVM838
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86  15905538131
Problem Description:
1  模块打不开，提示未受信任证书
2.  截图如附件所示
3派单至相关团队
 ID：  01ES0K58J4BTBAEUJJAKF75AES000RKF"
INC2043741,"Ncep Event-Compliance Rule-无法修改会议时间","2025-04-09 20:20:31.000000","2025-04-09 20:22:31.000000",kqqs793,"PRID：KNLG234
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15144971427
Problem Description:用户表示无法修改会议时间，如何操作
Troubleshooting Steps:
1，告知用户19点后无法调整修改
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RKD"
SCTASK0922286,Office-Outlook-如何登陆邮箱,"2025-04-09 20:20:00.000000","2025-04-09 20:29:39.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.  已告知K账号登录
2.
3.用户确认同意关单
#ID   01ES0K58J4BTBAEUJJAKF75AES000RJU"
INC2043689,Hardware-无法开机,"2025-04-09 20:13:07.000000","2025-04-10 08:40:37.000000",kcpj788,"PRID：KVJB418
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8618717150153
Problem Description:
1.电脑无法开机，放静电无效
2.武汉
3.转单到相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000RI2
"
SCTASK0922252,"Ncep Event-Sign in-纸质签到","2025-04-09 20:12:32.000000","2025-04-09 20:23:56.000000",kcpj788,"PRID:KGQX741
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
需要进行纸质签到，要导出纸质签到表
Troubleshooting Steps:
1.当前没有纸质签到流程，建议咨询NCEP Support
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000RG8"
